number,actual_name,position_type,death_year,deathdate,death_location,death_age,era_name,birthdate,birth_year
2677,Ernest Clayton Lewis,RB/FB,1995,5/28/95,"Denver, CO",71,1941 to 1959,11/20/23,1923
2678,William Gene Long,TE,1995,7/11/95,  ,68,1941 to 1959,9/11/26,1926
2679,Joel Gregory Mason,TE,1995,10/31/95,"Harper Woods, MI",83,pre-1940,3/12/12,1912
2680,Louis Vance McGilbra,OL,1995,5/7/95,"Battle Ground, WA",88,pre-1940,11/5/06,1906
2681,Leon McQuay,RB/FB,1995,11/29/95,"Tampa, FL",45,1960 to 1975,3/19/50,1950
2682,Leo Fidelis Miles,DB,1995,9/21/95,"Arlington, VA",64,1941 to 1959,5/21/31,1931
2683,James Denis Moore III,DL,1995,5/27/95,"Spokane, WA",50,1960 to 1975,7/18/44,1944
2684,Raymond Joseph Morse,TE,1995,5/22/95,"Corvallis, OR",84,pre-1940,12/5/10,1910
2685,Carl Kenneth Mulleneaux,TE,1995,1/23/95,"Chico, CA",80,pre-1940,9/16/14,1914
2686,Chester A. Mutryn,RB/FB,1995,3/24/95,"Cleveland, OH",74,1941 to 1959,3/12/21,1921
2687,Raymond Albert Nolting,RB/FB,1995,7/5/95,"Cincinnati, OH",81,pre-1940,11/8/13,1913
2688,Raymond John Novotny,RB/FB,1995,5/30/95,"Portland, OR",87,pre-1940,10/12/07,1907
2689,Julian Francis Nunamaker,DL,1995,2/25/95,"Jackson, TN",49,1960 to 1975,2/13/46,1946
2690,Douglas C. Oldershaw,OL,1995,10/30/95,"Laguna Beach, CA",80,pre-1940,7/6/15,1915
2691,Robert Peter Oristaglio,DL,1995,2/14/95,"York, PA",70,1941 to 1959,4/6/24,1924
2692,Anthony J. Paulekas Jr.,OL,1995,9/18/95,"Farrell, PA",83,pre-1940,8/9/12,1912
2693,Rocco A. Pirro,OL,1995,1/26/95,"Solvay, NY",78,pre-1940,6/30/16,1916
2694,Alexander Rado,RB/FB,1995,8/30/95,"Dayton, OH",84,pre-1940,7/19/11,1911
2695,Russell Burton Reader Jr.,DB,1995,8/11/95,"Lansing, MI",72,1941 to 1959,6/26/23,1923
2696,Neil Albert Rengel,RB/FB,1995,1/14/95,"Sauk Rapids, MN",88,pre-1940,4/9/06,1906
2697,Osborn Aldo Richins,WR,1995,4/19/95,"Midvale, UT",84,pre-1940,11/2/10,1910
2698,David Lee Robinson Jr.,DB,1995,9/30/95,"Winston-Salem, NC",27,1976 to 1989,2/3/68,1968
2699,Edward Anthony Rucinski,TE,1995,4/22/95,"Pinellas County, FL",78,pre-1940,7/12/16,1916
2700,Alfred Victor Russas,OL,1995,2/14/95,"Dearborn, MI",71,1941 to 1959,8/22/23,1923
2701,Dougal Russell Jr.,RB/FB,1995,10/10/95,"Lebanon, MO",84,pre-1940,6/11/11,1911
2702,Carl Clinton Samuelson,DL,1995,8/17/95,"Lincoln, NE",72,1941 to 1959,4/11/23,1923
2703,Alexander Schibanoff,OL,1995,11/27/95,"Milford, CT",76,pre-1940,10/17/19,1919
2704,George Schmidt,DL,1995,8/29/95,"Schaumburg, IL",67,1941 to 1959,10/28/27,1927
2705,George Wendell Scott Jr.,RB/FB,1995,3/4/95,"Buffalo, NY",57,1941 to 1959,7/14/37,1937
2706,Gilbert Ervin Steinke,RB/FB,1995,5/10/95,"San Antonio, TX",76,pre-1940,5/3/19,1919
2707,Kenneth Clifton Steinmetz,RB/FB,1995,10/13/95,"Las Vegas, NV",71,1941 to 1959,8/7/24,1924
2708,Thornton Steven Stonebreaker,LB,1995,3/28/95,"River Ridge, LA",56,1941 to 1959,10/28/38,1938
2709,George Peter Svendsen Jr.,OL,1995,8/6/95,"Minneapolis, MN",82,pre-1940,3/22/13,1913
2710,James Lloyd Tarr,TE,1995,5/6/95,"Eugene, OR",88,pre-1940,9/26/06,1906
2711,Elijah Pope Tinsley Jr.,OL,1995,5/11/95,Michigan,82,pre-1940,3/16/13,1913
2712,Clyde Huntus Van Sickle,OL,1995,2/15/95,"Dallas, TX",87,pre-1940,5/26/07,1907
2713,Joseph George Vetrano,RB/FB,1995,5/10/95,"Berkeley, CA",76,pre-1940,10/15/18,1918
2714,Joseph J. Vodicka,RB/FB,1995,2/28/95,"Chicago, IL",73,1941 to 1959,3/4/21,1921
2715,Ernest J. Watson,RB/FB,1995,3/10/95,"Newberry, MI",99,pre-1940,1895-12-13,1895
2716,Norris Lee Weese,QB,1995,1/20/95,"Englewood, CO",43,1960 to 1975,8/12/51,1951
2717,William Ross Winter,LB,1995,5/29/95,"Carlton County, MN",55,1960 to 1975,1/28/40,1940
2718,Albert Owen Wright,RB/FB,1995,5/23/95,"Muskogee, OK",89,pre-1940,11/16/05,1905
2719,Robert Allen Young,OL,1995,6/17/95,"Missouri City, TX",52,1960 to 1975,9/3/42,1942
2720,Billie Guy Anderson,QB,1996,4/11/96,"Houston, TX",55,1960 to 1975,2/17/41,1941
2721,Theodore Stanislaus Andrulewicz,WR,1996,1/3/96,"Whitehall, PA",91,pre-1940,1/1/05,1905
2722,Harry Lewis Babcock,TE,1996,12/6/96,"Ocala, FL",66,1941 to 1959,8/12/30,1930
2723,Louis Peter Barle,RB/FB,1996,12/30/96,"Duluth, MN",80,pre-1940,6/23/16,1916
2724,Roman Walter Bentz,OL,1996,6/24/96,"Tomahawk, WI",76,pre-1940,9/1/19,1919
2725,John L. Biancone,RB/FB,1996,9/6/96,"Portland, OR",84,pre-1940,12/5/11,1911
2726,Richard Francis Bilda,RB/FB,1996,11/29/96,"Milwaukee, WI",77,pre-1940,5/17/19,1919
2727,Melvin Wallace Bleeker,RB/FB,1996,4/24/96,"Mission Viejo, CA",75,1941 to 1959,8/20/20,1920
2728,Arda Crawford Bowser,RB/FB,1996,9/7/96,"Winter Park , FL",97,pre-1940,1899-01-09,1899
2729,Francis Xavier Briante,RB/FB,1996,5/26/96,"White Plains, NY",91,pre-1940,3/5/05,1905
2730,Robert Edgar Brodhead,QB,1996,2/11/96,"Baton Rouge, LA",59,1941 to 1959,12/20/36,1936
2731,James Raymond Burnett,RB/FB,1996,7/19/96,"North Little Rock, AR",82,pre-1940,1/29/14,1914
2732,Thomas J. Campion,OL,1996,2/8/96,"Louisville, KY",77,pre-1940,11/14/18,1918
2733,John Matthew Cannella,OL,1996,10/31/96,"Glen Cove , NY",88,pre-1940,2/8/08,1908
2734,Neil George Ferris,DB,1996,1/30/96,"Lake Havasu City, AZ",68,1941 to 1959,10/31/27,1927
2735,Robert Dominic Forte,RB/FB,1996,3/12/96,"Plano, TX",73,1941 to 1959,7/15/22,1922
2736,Robert Aubey Fowler,RB/FB,1996,2/29/96,"Dumas, AR",75,1941 to 1959,6/12/20,1920
2737,Frank Glassman,OL,1996,8/1/96,"Columbus, OH",88,pre-1940,5/14/08,1908
2738,Albert Rudolph Gutknecht,OL,1996,3/25/96,"Springdale, PA",78,pre-1940,6/11/17,1917
2739,Jack Craydon Haden,OL,1996,1/25/96,"Odessa, TX",81,pre-1940,10/2/14,1914
2740,John Robert Hall,WR,1996,12/7/96,"Plano, TX",79,pre-1940,12/14/16,1916
2741,Charles William Havens,OL,1996,5/12/96,"Gaithersburg, MD",92,pre-1940,1903-07-12,1903
2742,Harold Hale Hinte,TE,1996,2/3/96,"Jacksonville, FL",76,1941 to 1959,1/25/20,1920
2743,John James Jaffurs III,OL,1996,11/28/96,"South Park Township, PA",73,1941 to 1959,4/15/23,1923
2744,Edward Joe Jankowski,RB/FB,1996,7/20/96,"Madison, WI",83,pre-1940,6/23/13,1913
2745,Victor Felix Janowicz,RB/FB,1996,2/27/96,"Columbus, OH",66,1941 to 1959,2/26/30,1930
2746,Dennis Leroy Johnson,DL,1996,3/15/96,,44,1960 to 1975,10/22/51,1951
2747,Elmer John Jones Jr.,OL,1996,2/21/96,"New Smyrna Beach, FL",75,1941 to 1959,8/4/20,1920
2748,Michael D. Jurich,OL,1996,1/5/96,"Denver , CO",76,pre-1940,1/7/19,1919
2749,Raymond Grigsby Keeling,OL,1996,4/1/96,"Littlefield, TX",80,pre-1940,8/24/15,1915
2750,Elmo Lee Kelly,TE,1996,12/28/96,"Shawnee, OK",79,pre-1940,2/10/17,1917
2751,George Asa Kirk,OL,1996,3/20/96,"Austin, TX",94,pre-1940,1901-09-21,1901
2752,Lawrence Frank Knorr,TE,1996,11/26/96,"Springboro, OH",79,pre-1940,4/22/17,1917
2753,James W. Ladd,TE,1996,11/13/96,"Indianapolis, IN",64,1941 to 1959,7/29/32,1932
2754,Joseph Francis Lamas,OL,1996,4/22/96,"Manhasset, NY",80,pre-1940,1/10/16,1916
2755,Frank Edward Liebel,TE,1996,12/26/96,"Erie, PA",77,pre-1940,11/19/19,1919
2756,Billy Lamar Lothridge,DB,1996,2/23/96,"Santa Rosa County, FL",54,1960 to 1975,1/1/42,1942
2757,Bert James Ray Mansfield,OL,1996,11/3/96,"Grand Canyon National Park, AZ",55,1960 to 1975,1/21/41,1941
2758,Andrew Gust Marefos,RB/FB,1996,2/18/96,"Sutter County, CA",78,pre-1940,7/16/17,1917
2759,Joseph Americus Margucci,RB/FB,1996,4/27/96,"Encino, CA",74,1941 to 1959,9/5/21,1921
2760,Dusan J. Maronic,OL,1996,7/1/96,"Harrisburg, PA",74,1941 to 1959,7/13/21,1921
2761,Marvin Bruce Mattox,RB/FB,1996,5/5/96,"Salisbury, NC",96,pre-1940,1900-02-11,1900
2762,Dean LeRoy McAdams,RB/FB,1996,1/10/96,"Seattle, WA",78,pre-1940,10/3/17,1917
2763,Max Carlton Messner,LB,1996,3/13/96,"Ashland, OH",57,1941 to 1959,10/13/38,1938
2764,Frederic D. Meyer,TE,1996,7/10/96,"Fort Morgan, AL",76,pre-1940,9/29/19,1919
2765,Michael Lee Morgan,LB,1996,12/2/96,"Baton Rouge, LA",54,1960 to 1975,1/31/42,1942
2766,John Joseph Nolan Jr.,OL,1996,7/14/96,"Glens Falls, NY",70,1941 to 1959,2/26/26,1926
2767,John Peter Olszewski,RB/FB,1996,12/8/96,"Long Beach, CA",65,1941 to 1959,12/21/30,1930
2768,William Thomas Osmanski,RB/FB,1996,12/25/96,"Chicago, IL",80,pre-1940,12/29/15,1915
2769,Robert Stormont Anderson Pfohl,RB/FB,1996,5/11/96,"Lafayette, IN",69,1941 to 1959,5/21/26,1926
2770,Troy Dean Prater,DL,1996,3/14/96,"Horseheads, NY",37,1976 to 1989,9/28/58,1958
2771,Abisha Collins Pritchard,RB/FB,1996,11/7/96,"North Fort Myers, FL",77,pre-1940,9/10/19,1919
2772,Robert Richard Reinhard,OL,1996,8/2/96,"Salem, OR",75,1941 to 1959,10/17/20,1920
2773,William George Reissig,RB/FB,1996,7/8/96,"St. John , KS",80,pre-1940,11/2/15,1915
2774,Robert Louis Reynolds,OL,1996,10/10/96,"Naperville, IL",57,1960 to 1975,1/22/39,1939
2775,Richard Orville Richards,RB/FB,1996,11/13/96,"Riverside, CA",89,pre-1940,11/7/07,1907
2776,Anthony Lamar Romeo,TE,1996,5/2/96,"Matthews, NC",58,1941 to 1959,3/7/38,1938
2777,Elmer H. W. Schaake,RB/FB,1996,1/24/96,"San Mateo County, CA",84,pre-1940,2/7/11,1911
2778,Joseph W. Setcavage,RB/FB,1996,6/30/96,"North East, PA",77,pre-1940,11/12/18,1918
2779,Marion Vaughn Shirley,OL,1996,9/13/96,"Stafford, TX",74,1941 to 1959,4/17/22,1922
2780,Randolph B. Schultz,RB/FB,1996,10/4/96,"Cedar Rapids, IA",52,1960 to 1975,11/17/43,1943
2781,Floyd Weston Simmons,RB/FB,1996,8/6/96,"Portland, OR",71,1941 to 1959,2/19/25,1925
2782,George Sirochman Jr.,OL,1996,1/2/96,"Washington, PA",77,pre-1940,3/23/18,1918
2783,Edmund John Skoronski,TE,1996,12/22/96,  ,86,pre-1940,10/15/10,1910
2784,Willie Merton Smith,DB,1996,9/4/96,"Albuquerque, NM",86,pre-1940,7/2/10,1910
2785,Joseph Emerson Spencer,OL,1996,10/24/96,"Houston, TX",73,1941 to 1959,8/15/23,1923
2786,John Bailey Stephens,TE,1996,9/10/96,"Bellaire, TX",82,pre-1940,1/15/14,1914
2787,Robert James Steuber,RB/FB,1996,11/29/96,"St. Louis, MO",75,1941 to 1959,10/25/21,1921
2788,J. P. Stout,RB/FB,1996,9/10/96,"Edinburgh, TX",73,1941 to 1959,6/1/23,1923
2789,Earl Gilbert Svendsen,OL,1996,8/6/96,"Edina, MN",81,pre-1940,2/7/15,1915
2790,Jacob Baum Sweeney,OL,1996,7/28/96,"Glendale, OH",74,1941 to 1959,5/25/22,1922
2791,Charles Truman Timmons,RB/FB,1996,3/27/96,"Greenville, SC",79,pre-1940,2/8/17,1917
2792,Frank Clayton Tonnemaker,LB,1996,12/25/96,"St. Paul, MN",68,1941 to 1959,6/8/28,1928
2793,John Thomas Tracy,RB/FB,1996,1/24/96,"Madison Heights, MI",61,1941 to 1959,9/7/34,1934
2794,John Martin Vesser,TE,1996,3/20/96,"Pocatello, ID",95,pre-1940,1900-10-01,1900
2795,Ralph D. Vince,OL,1996,10/29/96,"Shaker Heights, OH",96,pre-1940,1900-03-18,1900
2796,Clinton B. Wager,TE,1996,2/29/96,"Carver County, MN",76,1941 to 1959,1/20/20,1920
2797,Elmer Henry Ward,OL,1996,3/26/96,"Ogden, UT",83,pre-1940,10/13/12,1912
2798,Robert Lee Watters,DL,1996,1/9/96,"Fort Worth, TX",60,1941 to 1959,9/25/35,1935
2799,Patrick Michael West,RB/FB,1996,2/7/96,"Winston-Salem, NC",72,1941 to 1959,2/21/23,1923
2800,Thomas Allison White,OL,1996,10/21/96,"Fort Worth, TX",81,pre-1940,3/23/15,1915
2801,Arthur Pershing White,OL,1996,1/23/96,"Gaylesville, AL",80,pre-1940,12/6/15,1915
2802,Joseph John Wiehl,OL,1996,1/22/96,"Charleroi, PA",85,pre-1940,1/30/10,1910
2803,Kevin Lewis Williams,WR,1996,2/1/96,"Cajon Junction, CA",38,1976 to 1989,1/7/58,1958
2804,Timothy Wilson,RB/FB,1996,11/23/96,,42,1960 to 1975,1/14/54,1954
2805,Joseph A. Zombek,DL,1996,1/13/96,"McDonald, PA",63,1941 to 1959,12/24/32,1932
2806,Douglas O. Adams,LB,1997,8/9/97,"Macon, OH",47,1960 to 1975,11/3/49,1949
2807,Robert Grant Adkins,RB/FB,1997,12/6/97,"Pleasant Valley, WV",80,pre-1940,2/17/17,1917
2808,Conway Oscar Baker,OL,1997,5/28/97,"Shreveport, LA",85,pre-1940,9/9/11,1911
2809,Kevin Leander Belcher,OL,1997,4/12/97,"Howard, WI",35,1976 to 1989,11/9/61,1961
2810,Donald Dean Bingham,RB/FB,1997,7/17/97,,67,1941 to 1959,11/7/29,1929
2811,Robert James Briggs,DL,1997,5/5/97,"Sanibel Island, FL",52,1960 to 1975,4/28/45,1945
2812,Aaron Lewis Brown Jr.,DL,1997,11/15/97,"Houston, TX",53,1960 to 1975,11/16/43,1943
2813,Forrest Barth Burmeister,OL,1997,12/5/97,  ,84,pre-1940,8/18/13,1913
2814,Dale M. Burnett,RB/FB,1997,4/9/97,"Emporia, KS",88,pre-1940,1/23/09,1909
2815,Lloyd Raymond Cardwell,WR,1997,11/10/97,"Omaha, NE",84,pre-1940,4/19/13,1913
2816,Richard Milan Chorovich,DL,1997,7/15/97,,63,1941 to 1959,11/29/33,1933
2817,Richard Eugene Flanagan,LB,1997,9/23/97,"Sidney, OH",70,1941 to 1959,10/31/26,1926
2818,Thomas Anthony Franckhauser,DB,1997,4/17/97,"Houston, TX",59,1941 to 1959,5/26/37,1937
2819,Harry Glen Fry,TE,1997,4/3/97,"Seminol, FL",87,pre-1940,10/4/09,1909
2820,Louis James Ghecas,RB/FB,1997,5/13/97,"Wilmington, DE",78,pre-1940,7/14/18,1918
2821,Abraham Gibron,OL,1997,9/23/97,"Belleair, FL",72,1941 to 1959,9/22/25,1925
2822,Earl Francis Girard,TE,1997,1/17/97,"Rochester Hills, MI",69,1941 to 1959,1/25/27,1927
2823,Charles R. Goodwin,TE,1997,1/7/97,  ,85,pre-1940,12/5/11,1911
2824,Robert Clyde Greenhalgh,RB/FB,1997,10/26/97,"Upper Arlington, OH",73,1941 to 1959,5/23/24,1924
2825,Bennett Maurice Gregory,RB/FB,1997,4/10/97,"Louisville, CO",50,1960 to 1975,10/31/46,1946
2826,Melvin Harold Groomes,RB/FB,1997,9/11/97,"Greensboro, NC",70,1941 to 1959,3/6/27,1927
2827,Vernon Bertram Hagenbuckle,TE,1997,11/17/97,"Brattleboro, VT",95,pre-1940,1901-12-06,1901
2828,Hamlett S. Harmon,OL,1997,1/1/97,"Denver, CO",83,pre-1940,4/2/13,1913
2829,Granville Pearl Harrison,TE,1997,12/13/97,  ,80,pre-1940,7/1/17,1917
2830,Homer Brown Hobbs,OL,1997,1/5/97,"Austell, GA",73,1941 to 1959,2/13/23,1923
2831,Ralph Horween,RB/FB,1997,5/26/97,"Charlottesville, VA",100,pre-1940,1896-08-03,1896
2832,Donald Montgomery Hutson,TE,1997,6/26/97,"Rancho Mirage, CA",84,pre-1940,1/31/13,1913
2833,Bernard Frank Jackson,DB,1997,5/26/97,"Lompoc, CA",46,1960 to 1975,8/24/50,1950
2834,Dalton Sharman Jackson,ST,1997,4/14/97,"Baton Rouge, LA",46,1960 to 1975,11/17/50,1950
2835,Arthur Hamble Jocher,OL,1997,11/4/97,  ,82,pre-1940,10/19/15,1915
2836,Clyde Elmer Johnson,OL,1997,9/14/97,  ,80,pre-1940,8/22/17,1917
2837,Eugene Paul Johnson,DB,1997,8/4/97,"Montgomery, OH",61,1941 to 1959,9/18/35,1935
2838,James Norman Karcher,OL,1997,8/19/97,"St. Louis Park, MN",83,pre-1940,5/2/14,1914
2839,Edward Thomas Kasky,OL,1997,12/27/97,"Brigantine, NJ",78,pre-1940,6/22/19,1919
2840,James J. Kekeris,OL,1997,9/15/97,"Columbia, MO",73,1941 to 1959,10/17/23,1923
2841,Kenneth Ray Keller,RB/FB,1997,12/10/97,"Youngstown, OH",63,1941 to 1959,9/12/34,1934
2842,Kenneth Erwin Keuper,RB/FB,1997,5/23/97,"Warner Robins, GA",78,pre-1940,11/14/18,1918
2843,Veto Joseph Kissell,LB,1997,3/19/97,"Morris Plains, NJ",69,1941 to 1959,6/13/27,1927
2844,Earl Loren Klapstein,OL,1997,4/28/97,"Lodi, CA",75,1941 to 1959,3/8/22,1922
2845,Edward Leonard Klewicki,TE,1997,7/20/97,"East Lansing, MI",86,pre-1940,5/4/11,1911
2846,Stanislas Clarence Kostka,RB/FB,1997,2/3/97,"Fargo, ND",84,pre-1940,7/8/12,1912
2847,Bernard Carl Kuczynski,TE,1997,1/19/97,"Allentown, PA",77,1941 to 1959,1/8/20,1920
2848,Robert Reavil Lacey,WR,1997,2/15/97,"Tampa, FL",54,1960 to 1975,3/30/42,1942
2849,Louis Michael Levanti,OL,1997,11/15/97,  ,74,1941 to 1959,4/4/23,1923
2850,Steven Joseph Levanitis,OL,1997,3/28/97,"Easton, MA",77,1941 to 1959,3/26/20,1920
2851,John David Little Jr.,DL,1997,7/9/97,"Hot Coffee, MS",50,1960 to 1975,5/3/47,1947
2852,Basilio John Marchi,OL,1997,10/20/97,,88,pre-1940,7/14/09,1909
2853,Peter Paul Marcus Jr.,TE,1997,4/20/97,"Elyria, OH",79,pre-1940,12/17/17,1917
2854,Herbert John Marrow,OL,1997,9/28/97,"San Diego, CA",83,pre-1940,7/8/14,1914
2855,Morris Glenn Martin,RB/FB,1997,4/17/97,"Springfield, IL",91,pre-1940,1/19/06,1906
2856,George Robert Masters,RB/FB,1997,2/8/97,"Dallas County, TX",85,pre-1940,6/26/11,1911
2857,Jack Kenneth Matheson,TE,1997,2/14/97,"Okeechobee County, FL",76,1941 to 1959,6/9/20,1920
2858,John Benrard Matisi,OL,1997,4/29/97,"Youngstown, OH",76,1941 to 1959,11/2/20,1920
2859,Brendan Barrett McCarthy,RB/FB,1997,8/26/97,"Deep Creek Lake, MD",52,1960 to 1975,8/6/45,1945
2860,James Allen McDonald,RB/FB,1997,5/1/97,"Knoxville, TN",81,pre-1940,6/9/15,1915
2861,William Henry McWilliams,WR,1997,1/21/97,"Dallas County, TX",86,pre-1940,11/28/10,1910
2862,Thomas Edward McWilliams,DB,1997,1/9/97,"Meridian, MS",70,1941 to 1959,5/12/26,1926
2863,Denver Burton Mills,LB,1997,11/4/97,"Richmond, VA",72,1941 to 1959,8/29/25,1925
2864,Russell Clinton Mosley,RB/FB,1997,8/2/97,"Memphis, TN",79,pre-1940,7/22/18,1918
2865,George Edward Mulligan,TE,1997,9/23/97,"Bridgeport, CT",83,pre-1940,6/7/14,1914
2866,Ross Otto Nagel,DL,1997,2/12/97,"Waco, TX",73,1941 to 1959,6/12/23,1923
2867,Donald Farris Norton,TE,1997,6/23/97,"Cedar Rapids, IA",59,1941 to 1959,3/13/38,1938
2868,Robert John Nussbaumer,RB/FB,1997,7/26/97,"Moreland Hills, OH",73,1941 to 1959,4/23/24,1924
2869,Jerry Hanson Nuzum,RB/FB,1997,4/23/97,"Monroeville, PA",73,1941 to 1959,9/8/23,1923
2870,Donald Fred Owens,DL,1997,8/17/97,"Jefferson City, MO",65,1941 to 1959,4/3/32,1932
2871,Paul Eugene Page,RB/FB,1997,2/15/97,"Tom Green County, TX",69,1941 to 1959,9/16/27,1927
2872,James McAden Peebles,TE,1997,7/19/97,"Nashville, TN",76,1941 to 1959,8/27/20,1920
2873,Brian William Pillman,LB,1997,10/5/97,"Bloomington, MN",35,1976 to 1989,5/22/62,1962
2874,Raymond Coy Poage Jr.,TE,1997,9/23/97,"Brazoria County, TX",56,1960 to 1975,11/14/40,1940
2875,Raymond Edward Prochaska,TE,1997,3/9/97,"Orange County, CA",77,pre-1940,8/9/19,1919
2876,Austin Raymond Renfro,RB/FB,1997,8/4/97,"Fort Worth, TX",67,1941 to 1959,11/7/29,1929
2877,Joseph Stephen Repko,OL,1997,3/13/97,  ,76,1941 to 1959,3/15/20,1920
2878,Henry Albert Rockwell,OL,1997,11/30/97,"Okaloosa County, FL",80,pre-1940,2/10/17,1917
2879,Cullen James Rogers,RB/FB,1997,11/1/97,"McLennan County, TX",76,1941 to 1959,5/29/21,1921
2880,George Ross Rogge,TE,1997,7/14/97,"Marion County, FL",89,pre-1940,9/3/07,1907
2881,Stillman Ivan Rouse,TE,1997,12/22/97,  ,80,pre-1940,9/22/17,1917
2882,Frank Santora,QB,1997,8/13/97,  ,71,1941 to 1959,5/22/26,1926
2883,Willard Arthur Sherman,DB,1997,10/11/97,  ,69,1941 to 1959,10/20/27,1927
2884,Burrell Alfredstein Shields Jr.,RB/FB,1997,6/23/97,  ,67,1941 to 1959,9/6/29,1929
2885,James Ralph Sivell,OL,1997,3/16/97,"Troup County, GA",83,pre-1940,3/12/14,1914
2886,George Ralph Strugar,DL,1997,6/13/97,"Anza, CA",63,1941 to 1959,4/2/34,1934
2887,Robert Erwin Tanner,TE,1997,12/8/97,"Homosassa, FL",90,pre-1940,9/27/07,1907
2888,Raymond Willard Terrell,RB/FB,1997,2/11/97,"Gulfport, MS",77,pre-1940,6/29/19,1919
2889,Charles Wayne Toogood,DL,1997,2/24/97,"Auburn, CA",69,1941 to 1959,7/16/27,1927
2890,John Robert Tripson,OL,1997,7/6/97,"Vero Beach, FL",77,pre-1940,9/17/19,1919
2891,Darrell Dean Tully,RB/FB,1997,2/4/97,"Harris County, TX",79,pre-1940,12/14/17,1917
2892,Donald Theodore Vosberg,TE,1997,6/21/97,"Tucson, AZ",77,pre-1940,10/3/19,1919
2893,Isadore Weinstock,RB/FB,1997,9/26/97,"Fort Lauderdale, FL",84,pre-1940,6/27/13,1913
2894,Howard William Weiss,RB/FB,1997,11/23/97,"Waukesha County, WI",80,pre-1940,10/12/17,1917
2895,William John Wightkin,OL,1997,1/25/97,"Westchester, IL",69,1941 to 1959,7/28/27,1927
2896,Richard Maurice Wilkins,TE,1997,10/21/97,"Lane County, OR",72,1941 to 1959,9/28/25,1925
2897,Boyd Horace Williams,OL,1997,8/26/97,  ,75,1941 to 1959,5/4/22,1922
2898,Joseph John Williams,RB/FB,1997,5/5/97,  ,82,pre-1940,3/19/15,1915
2899,Joel Herschel Williams,OL,1997,3/10/97,"Ector County, TX",70,1941 to 1959,3/18/26,1926
2900,Gordon K. Wilson,OL,1997,6/8/97,  ,81,pre-1940,11/23/15,1915
2901,Henry Leroy Zimmerman Jr.,QB,1997,8/22/97,"Madera, CA",79,pre-1940,2/20/18,1918
2902,Howard O'Neal Adams,TE,1998,10/27/98,"Sand Springs, OK",79,pre-1940,1/21/19,1919
2903,Lionel Aldridge,DL,1998,2/12/98,"Shorewood, WI",56,1960 to 1975,2/14/41,1941
2904,Morris Hiram Badgro,TE,1998,7/13/98,"Kent, WA",95,pre-1940,1902-12-01,1902
2905,Byron Ledare Bailey,RB/FB,1998,1/18/98,"Winfield, Canada",67,1941 to 1959,10/12/30,1930
2906,Vernon Anthony Baker,RB/FB,1998,8/9/98,"Mediapolis, IA",53,1960 to 1975,2/16/45,1945
2907,James R. Barber,OL,1998,1/30/98,"Spokane, WA",85,pre-1940,7/21/12,1912
2908,Ralph S. Barkman,RB/FB,1998,12/9/98,"Chester, NJ",91,pre-1940,9/22/07,1907
2909,Emery Oakland Barnes,DL,1998,7/1/98,"Vancouver, Canada",68,1941 to 1959,12/15/29,1929
2910,Leonard Warner Barnum,RB/FB,1998,11/24/98,"Columbia City, IN",86,pre-1940,9/18/12,1912
2911,Solon Slade Barnett Jr.,OL,1998,7/18/98,"Nacogdoches County, TX",77,1941 to 1959,3/30/21,1921
2912,Walter Lee Barnes,OL,1998,1/6/98,"Woodland Hills, CA",79,pre-1940,1/26/18,1918
2913,Hiram Keith Beebe,RB/FB,1998,7/13/98,"Philadelphia, PA",77,1941 to 1959,3/16/21,1921
2914,William Eugene Bishop,DL,1998,5/14/98,"Geneva, IL",67,1941 to 1959,5/8/31,1931
2915,Max Ray Boydston,TE,1998,12/12/98,"Muskogee, OK",66,1941 to 1959,1/22/32,1932
2916,Robert Eddie Brown,DL,1998,1/10/98,"Memphis, TN",57,1960 to 1975,2/22/40,1940
2917,Gail Robert Bruce,DL,1998,8/23/98,"Santa Maria, CA",74,1941 to 1959,9/29/23,1923
2918,Rex Keith Bumgardner,RB/FB,1998,6/1/98,"Clarksburg, WV",74,1941 to 1959,9/6/23,1923
2919,Murl Glen Burgeis,OL,1998,6/1/98,"Tyler, TX",76,1941 to 1959,10/7/21,1921
2920,Arthur T. Buss,OL,1998,3/23/98,"Chelsea, MI",86,pre-1940,7/14/11,1911
2921,George Cafego,RB/FB,1998,2/9/98,"Knoxville, TN",82,pre-1940,8/30/15,1915
2922,Roland Caranci,OL,1998,2/26/98,"Arlington Heights, IL",76,1941 to 1959,3/4/21,1921
2923,Benjamin Semple Chase III,OL,1998,3/6/98,"Poway, CA",74,1941 to 1959,3/18/23,1923
2924,Joseph James Cibulas,OL,1998,5/15/98,"Pittsburgh, PA",76,1941 to 1959,5/31/21,1921
2925,Nick John Forkovitch,RB/FB,1998,4/5/98,"Harrisonburg, VA",78,1941 to 1959,3/1/20,1920
2926,John E. Galvin,QB,1998,12/23/98,"Largo, FL",78,1941 to 1959,12/7/20,1920
2927,Leland Wayne Gift,QB,1998,2/13/98,"Louisville, KY",82,pre-1940,10/21/15,1915
2928,George Washington Glennie,OL,1998,12/11/98,"Grass Valley, CA",96,pre-1940,1902-03-30,1902
2929,William Domont Godwin,OL,1998,3/26/98,"Columbus, GA",78,pre-1940,5/8/19,1919
2930,Clark William Goff,OL,1998,2/3/98,"Pittsburgh, PA",80,pre-1940,12/6/17,1917
